abstract,alien,android,animal,ape,bear,bird,blob,bug,bull,bunny,cat,circle,comet,crab,creature,cyclops,dark,dog,ears,emoji,eyes,face,flower,food,fox,frog,ghost,hat,heart,helmet,highContrast,holes,horns,human,id,idk,image,invader,jellyfish,light,link,lowContrast,mammal,mask,minimal,mouse,mouth,name,nose,object,ogre,other,panda,plant,reptile,robot,shape,skeleton,skull,slime,smiley,spaceship,square,tool,transformer,triangle,twoTone,upsidedown,xSymmetrical,zombie
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1006,0,https://lh3.googleusercontent.com/y2GOMr8qFN3-ccKezv9vzZm9x7iIXYuJOcgAh7azMHhCxmaECV4DoKA5aMNap6Fzgcy6Tz9-oxpsuLsFB6GmV-OiDbvYU21c45wYkqs,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1006,0,0,0,0,0,0,Pixelglyph #01006,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1007,0,https://lh3.googleusercontent.com/l5JrZh2nicR-xsG01fiofryi0ZvQONf0QEOjZAG2BFdPMSlvKYSaitS9KOFJMsnZfpCyxclSoqTQqknpmqoP5cKUaBT_BiVh0w0q8g,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1007,0,0,0,0,0,0,Pixelglyph #01007,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,0,https://lh3.googleusercontent.com/pVlCwd9GfcypxUgTGlx-wJ5H-cSjSYHP46hxkXFsZ8zLyBWikA_dhP7c2VRYB6Fu--Cu9alzElKbrQsLuyiGFeVa3m2Sa40IpVNAqQ,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1008,0,0,0,0,0,0,Pixelglyph #01008,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1009,0,https://lh3.googleusercontent.com/adI42Of9gfyUuxIijpws70UV9xllxyVrXE1bq3V7A-5Z6_XZ_u8pm__dQ_zmcFv6yjbPJ3Du87Y9CCTWK8M1WYwbBFX8t-aYSZRRjRI,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1009,0,0,0,0,0,0,Pixelglyph #01009,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,https://lh3.googleusercontent.com/aI-VDQuq0Syq9chNEE4HeSlsM18qMyqU2LauSlqyEuudI8EaT5Wf6Yu98F2beheLA_f9zucHUDAeGqAEBicHmKWv_drS0vKoekh_4A,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/101,0,0,0,0,0,0,Pixelglyph #00101,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1010,0,https://lh3.googleusercontent.com/Gsp5LNGRgQwjngjS67YWfM09EFHH_7f31bePBmrFmDgQhZQYfX9PtFyAB9y0K6ULX_fR_j24hsFuS1YbFNuOjj25_7p8u39XJ24h0g,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1010,0,0,0,0,0,0,Pixelglyph #01010,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,0,https://lh3.googleusercontent.com/yPF2FyIBrRKzfefsZCiDoOA5pzrwTbt6mHLlyOVKikuvaCN-8femIhCwivNshgyP71rWPhipLFIAF3nm-VnuZW0Cka2esvKjMBtL1w,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1011,0,0,0,0,0,0,Pixelglyph #01011,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1012,0,https://lh3.googleusercontent.com/hDjCAydB1tsNxx3_l4Ty_-tD0OarRZf6OHP6edsHJHvzVtOKrKlAHXI2gZj9uHu5fjexFogUYfebfZzVz5Jd_km-j_uO0AnyyY8X,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1012,0,0,0,0,0,0,Pixelglyph #01012,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1013,0,https://lh3.googleusercontent.com/ET9-k0kX35gdXRaSLsyVmvotfGwMaKkFPJOD6Yo78Ui0PEwoHTlgI5hhLNztAjdnCNIcNkP6ocR3T-iooAovfhaXLL_hAfcQe65O,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1013,0,0,0,0,0,0,Pixelglyph #01013,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1014,0,https://lh3.googleusercontent.com/6AjDCDHCGvX6BnU9wZ47gUpy_gjDcxZcUfES49xfDiiGxblZQeWGV3aPpLaPO8mmGpRxvEEaaoWBvDD5WSGmTsyBPGDWU7Ny3hHv,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1014,0,0,0,0,0,0,Pixelglyph #01014,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1015,0,https://lh3.googleusercontent.com/1l8XFU5Frt5XW8WoDll2g8aK3iQzdaXSLQ-gdnNWseYYZ7XRaTuyi3vlONSWTy3f75YxvFaEwqKqbh41jnlU1he6Qtkv3HDAOsrTOfs,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1015,0,0,0,0,0,0,Pixelglyph #01015,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,0,https://lh3.googleusercontent.com/LupgKNEL_psR0t1UlFOZw_VCdtuxvhJz4N4QAwO1zlaDFjRO1dLxGnoPBkmMr_FkuyasHQlKsT8c5I_RLiNXP4G4xoyhue5ASM4afQ,0,1,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1016,0,0,0,0,0,0,Pixelglyph #01016,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1017,0,https://lh3.googleusercontent.com/Sn0dCU7NDlHHWaWJc2HqJZlXV_1q29sbjjTeZTbnPpyBpc4-hJvnp7ylrn04l655599e9uMWpP_OD6V_mkXK2MOv270qadF-js2W,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1017,0,0,0,0,0,0,Pixelglyph #01017,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,https://lh3.googleusercontent.com/tT5GEgdmQytx5AKUsnV-EBZajB2Q557_zaa5KBgnJCqw6Wz1b1KTcEMNgmYXVd8eYY53NapehZe_PzNwuKg4OcPdOWwC_84ycGx6YQ,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1018,0,0,0,0,0,0,Pixelglyph #01018,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1019,1,https://lh3.googleusercontent.com/hgtNq6zjGDrA_EGX0XuOP35pkFLlmO3PYMsi9OVn3YIeLohymYxOyciASW4EvpZTbPVdvmfQIepCb-_M9cgHGqlHT7cGZjWh3bgoDQ,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1019,0,0,0,0,0,0,Pixelglyph #01019,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,https://lh3.googleusercontent.com/ALdNrLZ95cQLf8DOUHV_zoig0uv2YBEPP-G5EizYvlGK65-BjagDjqCT5Rm8jMkdReofgPZJt2VXznU_Nii84Vr5HFN-gh8Q33rO,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/102,0,0,0,0,0,0,Pixelglyph #00102,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0,https://lh3.googleusercontent.com/ea4Q8O0choifi_D890U_qWllR47gigYGox2M9daw2BthHJNyEaGYQ68jd_jZWDZpGS8yjLjYFfj1h6a1XOsh4nxV4ZmtQZZpQCaeyg,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1020,0,0,0,0,0,0,Pixelglyph #01020,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1021,0,https://lh3.googleusercontent.com/V-hYYEqwbDCRCufmVEW6aRI230JTwfue6ML8hBKsz84nEXPpxGo6HZ2P4rs1MgDJLwltcT35RD8BeWjrUJhY3p0fon73Kv6GZWm09A,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1021,0,0,0,0,0,0,Pixelglyph #01021,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,https://lh3.googleusercontent.com/bique1DwELS4ji2ieIxprdjZq_14hKMFuYW3ah70EjApywGoc7HZCl0dEgsHPd8qWjFS7O5mgjuS6xcajvZedDZu-PbSh055LijCFA,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1022,0,0,1,0,0,0,Pixelglyph #01022,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0,https://lh3.googleusercontent.com/MnIAOEOcWZD91O1JRmdxZDYm8N8wmB8ie_Y7IGpO_kFLcweQXpbjkFLjrOEiHRrfrjHcS7cD-OJSniu9GV3hfS56ygXZRJRpeYVV,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1023,0,0,0,0,0,0,Pixelglyph #01023,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1024,0,https://lh3.googleusercontent.com/XuwhKjm62HZSKIlhOFSg1TeaHq63kaK8g-mXGTyYRGXG8wohgoJnptr2iqzrwhJtKFaic9dllfrHnmyGfj2_k7CHzsg9Dl4TeCwg0SY,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1024,0,0,0,0,0,0,Pixelglyph #01024,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1025,0,https://lh3.googleusercontent.com/CpZ_WLyj4O0WYCX8XDFXFhTTlLMh9jttakneuoH25LWrM6KgupSK83vZhXJy8JKe3WGZc04CfsbokdRwE6Q1PDU6YOqpFOVQeXlgX-I,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1025,0,0,0,0,0,0,Pixelglyph #01025,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1026,0,https://lh3.googleusercontent.com/9PeexKNiiFcUvfZwaVpcdZtwKG7pDXcTJxeKHow9xCGDpp69EHQzZ6X1COAQfA4mRSddyxPi34lql6C1J5sGBMCRdeUb9du7_x4b,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1026,0,0,0,0,0,0,Pixelglyph #01026,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1027,0,https://lh3.googleusercontent.com/D_s8a4oMDzqMuMN7dw4mH2i3qkXV4DOYps2sEB20ObZGVY8kRZ2yR1BAiM51BvZuagm0MlLmVgUfkUFdiFjNkbCLQK5OHKdqGBQ3jqY,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1027,0,0,0,0,0,0,Sad Burger,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1028,0,https://lh3.googleusercontent.com/8x442eOzb9_JA53H0mG-TbMrpuKqZ6G32B6wWiW5deAm_PC_O7g6IUjWCyHWFeERjj_VYfFwf5ybIsBDLC8NFvnqnUh-ENyS2BGjkIk,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1028,0,0,0,0,0,0,Pixelglyph #01028,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1029,0,https://lh3.googleusercontent.com/IiJGvOz5bGh4DMkBd4UORZ0j544iMl151Ffl6rGoqwBu-usyf0Ai4z1khzOpkRgxh_5J8VDBwtWEMEXqkNfwgTCsBE__n51J8lh3Gg,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1029,0,0,0,0,0,0,OctAlien,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,https://lh3.googleusercontent.com/iD58zQpOvA_1ZfOUqwr94JGAngYr9XE7UCIHyx1IBd32zaJP--PGwuiz380yojV_C8MjBOmYu6Ph_2nFXqF2mRzS3gDFLU-bfqT7Pac,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/103,0,0,0,0,0,0,Pixelglyph #00103,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,0,https://lh3.googleusercontent.com/ODNoP0MT1A8DKCpmQguMYrZavy0I39uZkYcNMJM4-Pc12S_EtsLkeGeU67PafEld9J8hCdj3D2IP8gy1M8vz6KN_DaWUa1nPZ5kOpA,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1030,0,0,0,0,0,0,Pixelglyph #01030,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1031,0,https://lh3.googleusercontent.com/WqRRU08i57vZsoN6dU5hFRRarG32c4vMBFth11BbPZ3KVOx1BDLwHfthhlKfqpp62Ibu8K6eTD8QARpnw_HXNVibhwJRSDUx2jl5,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1031,0,0,0,0,0,0,Pixelglyph #01031,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1032,0,https://lh3.googleusercontent.com/z6RuJICfbKo5a2lUWEuL3qqsKNi7Nl4yrNouHzsyPxoLNCFq-zrvW9eeZIzlLUiLBitz7qTQI_Q-EXqHawtpYUhnDxQpEiacmu4I_Q,0,0,1,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1032,0,0,0,0,0,1,jawa,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1033,0,https://lh3.googleusercontent.com/0CSRc4N2eDFvkCSGODdmMN9ZtWuv53TuDxgDLoqZD7MjGjU7DNrm0HQwikuBGOx1l0kbpls-U8ey7blL48wE87UxwbIn4Z_5IqSBKmI,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1033,0,0,0,0,0,0,Pixelglyph #01033,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,0,https://lh3.googleusercontent.com/7wpVxmxnguvivk83r7SZj7nUimNYWOsgFnXGj4WZhUy2AvR6EqyUf0lbNyQ18S3pxRjzp1tlMh-fLsyC5-RePmKtYOG1vizugsba,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1034,0,0,0,0,0,0,Pixelglyph #01034,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1035,0,https://lh3.googleusercontent.com/hSlrDfBcmd5LQ2dtowzfIT6Dcz5JzkGW_LV-yiiL7TvRarIrCZCAuZRujKLYGvUz-8N0rw83jRiGVZCN4V8LThww9W740zA9ORPl,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1035,0,0,0,0,0,1,Krumm,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1036,0,https://lh3.googleusercontent.com/SWdZxVZ8vtxyTUHAJsUPW9p4xGdtLoTq1nER_AAD-t-s-uYn14qrBfbeBsUeCr_6cs7RNqHNZEWrfHnH3KLaOnUqqOZ-AmNpA5PmpqQ,0,0,0,https://opensea.io/assets/0xf38d6bf300d52ba7880b43cddb3f94ee3c6c4ea6/1036,1,0,0,0,0,1,Pixelglyph #01036,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
